,PCT filing number,Patent number,PCT filing date ,Title of invention (English),Owners,Individual/ResearchOrganization/Company,Country of Owner,Inventors,Country of Inventor,Invention aspect ,Type of mechanism or work involved,Plant used,Treatment,Commercial status,Grant date,PCT publication date, International Patent Classification 
263,PCT/KR2015/010994,WO 2016/060525,16-10-2015,COMPOSITION CONTAINING EXTRACT OR FRACTION OF GENUS JUSTICIA PLANT,Dong Wha Pharm. Co. Ltd.,Company,South Korea,"YOON, Joo Byoung;  LEE, Hyun Yong; YOUM, Ji Hyun",South Korea,"A pharmaceutical, food and cosmetic composition for preventing, treating, or improving allergic diseases respectively","Inhibits the release of IgE antibodies and the degranulation of mast cells and basophils, thereby exhibiting an excellent anti-allergic effect",Justicia sp.,Allergic diseases,Y,23.08.2017,21.04.2016,"A61K 36/19, A61P 11/06, A61P 11/00"
264,15203143.1,EP000003187192A1,30-12-2015,PHARMACEUTICAL COMPOSITION FOR USE IN THE TREATMENT OF TYPE II DIABETES MELLITUS,"Endocrinology & Metabolism Research Center, Endocrinology & Metabolism Clinical Sciences Institute",Research Organisation,Iran,"Larijani, Bagher; Abdollahi, Mohammad; Tabatabaei-Malazy, Ozra",Iran,Invention involving use of herbal plant extracts in the medical treatment of type II diabetes mellitus,By incorporating the herbal ingredients alongwith curcumin and quercetin into a weight-dependent composition,"Rosa sp., Urticadioica, Tanacetumvulgare",Type II diabetes mellitus,Y,05.07.2017,-,A61K 41/00; A61K 31/12; A61K 31/353; A61K 33/04; A61K 36/185; A61K 36/287; A61K 36/738; A61P 3/10
265,PCT/KR2015/005117,WO 2015/178703,21-05-2015,"PHARMACEUTICAL COMPOSITION FOR PREVENTING OR TREATING DIABETIC COMPLICATIONS AND ANGIOEDEMA, CONTAINING NATURAL MIXTURE EXTRACT AS ACTIVE INGREDIENT",Korea Institute of Oriental Medicine,Research Organisation,South Korea,"SHON, Eunjin;  LEE, Yun Mi; CHOI, Sojin; LEE, Ik Soo; KIM, Young Sook; JUNG, Dong Ho; PYUN, Bo-Jeong; JUNG, Seung-Hyun",South Korea,A herbal mixture which can effectively be used as an active ingredient in a composition for treating or preventing the occurrence of diabetic complications and angioedema,"Inhibits the excessive generation of advanced glycation end-products and has excellent effects in delaying, preventing, and treating diabetic complications, muscular degeneration, commotio retinae and lower extremity edema in various animal models","Moutan root bark, cinnamon twig, poria and peony root",Diabetic complications and angioedema,Y,29.03.2017,26.11.2015,A61K 36/54; A61P 3/10; A61P 3/00; A61K 36/65; A61P 9/00; A61P 35/00
266,PCT/KR2015/003506,WO 2015/174636,04-08-2015,"COMPOSITION FOR PREVENTING AND TREATING MALE INFERTILITY, CONTAINING MIXED HERBAL EXTRACT AS ACTIVE INGREDIENT AND USE THEREOF",Industrial Cooperation Foundation Chonbuk National University,Research Organisation,South Korea,"PARK, Jong Kwan",South Korea,"Invention for use in a pharmaceutical composition, health functional food, and health supplement food for preventing and treating male infertility",The invention increases sperm mobility and sperm count in the semen,"Morinda officinalis, cuscuta seed, and/or Allium cepa",Male infertility,Y,22.03.2017,19.11.2015,A61K 36/74; A61K 36/43; A61K 36/8962; A61P 15/00
267,15193428.8,EP000003135278A1,11-06-2015,BENIGN PROSTATIC HYPERPLASIA ADD-ON THERAPY,Golden Biotechnology Corporation,Company,USA,"LIU, Sheng-Yung",China,This invention is directed to therapeutic methods for treating benign prostatic hyperplasia (BPH) in a subject,Comprises administering an effective amount of a herbal mixture and an anti-BPH agent to the subject,Astragalus membranaceus and Glycine max,Benign prostatic hyperplasia,Y,01.03.2017,-,A61K 31/18; A61K 36/48; A61K 36/481; A61P 35/00; A61P 13/08
268,15460092.8,EP000003115055A1,10-02-2015,HERBAL PREPARATION AND ITS APPLICATION,Wyzsza Szkola Medyczna,Research Organisation,Poland,"Tomulewicz, Mikolaj",Poland,Involves the use of herbal extracts with anti-inflammatory and astringent actions for the treatment of wounds,The preparation is an organic medium extract of Melittis melissophyllum and ethyl alcohol with 10% to 40% w/w and 10% to 20% w/w compositions respectively,Melittis melissophyllum,Wound healing,Y,11.01.2017,-,A61K 36/53; A61P 17/02
269,16150700.9,EP000003042575A1,01-08-2016,CIGARETTE FILTER,"Hasan, Ibrahim",Individual,Netherlands,"Hasan, Ibrahim",Netherlands,A multi-component cigarette filter which contains a bed of adsorbent for filtering cigarette smoke,The bed of adsorbent comprises ground herbal mixture of Angelica root and valerian impregnated with honey and vinegar,"Angelica root, valerian",-,N,13.07.2016,-,A24D 3/06; A24D 3/08; A24D 3/16
270,PCT/KR2014/007569,WO 2015/023142,14-08-2014,"PHARMACEUTICAL COMPOSITION FOR TREATING OR PREVENTING NEUROPSYCHITRIC DISEASE, CONTAINING FLAVONE-6-C-GLUCOSE DERIVATIVES AS ACTIVE INGREDIENTS","Dae Hwa Pharma. Co., Ltd",Company,South Korea,"RYU, Jong Hoon; CHEONG, Jae Hoon; SHIN, Chan Young; JANG, Dae Sik;  LEE, Hyung Eun; KIM, Hyun Ji; RYU, Byeol; JUNG, In Ho; JO, Yeong Woo",South Korea,The invention relates to a pharmaceutical or food composition for preventing or treating neuropsychitric disease and comprises flavone-6-C-β -D-glucose derivatives or herbal extracts containing the same as active ingredients,"By using an extract solvent such as water, alcohol, hexane or their mixtures for obtaining the herbal active ingredient",-,"Cognitive dysfunction disorders such as delirium, dementia/ amnesia, stroke, palsy, attention disorders, anxiety disorders and sleep disorders",Y,22.06.2016,19.02.2015,A61K 31/7048; A61K 31/704; A61K 31/35; A61P 25/28
271,14193862.1,EP000003023103A1,19-11-2014,"Pharmaceutical composition for anti-obesity comprising complex extracts including Saururi chinensis Baill. extract, Curcumae longae rhizoma extract and Polygalae radix extract",Korea Institute of Oriental Medicine,Research Organisation,South Korea,"Ma, Jin Yeul; Kwak, Dong Hoon; Lee, Ji Hye; Kim, Dong Gun; Kim, Tae Soo",South Korea,"Herbal composition for the prevention, improvement or treatment of obesity or obesity-related diseases",Inhibits fat generation without adverse effects such as cellular toxicity,"Saururi chinensis Baill., Curcumae Longae Rhiwma, Polygalae Radix and Acori Gramineri Rhizoma",Obesity,Y,25.05.2016,-,A61K 36/78; A61K 36/882; A61K 36/9066; A61K 36/69; A61P 3/04
272,PCT/MX2014/000094,WO 2014/204290,19-06-2014,"NANOPARTICULATE TITANIUM DIOXIDE NANOMATERIAL MODIFIED WITH FUNCTIONAL GROUPS AND WITH CITRIC EXTRACTS ADSORBED ON THE SURFACE, FOR THE REMOVAL OF A WIDE RANGE OF MICROORGANISMS",INMOLECULE International Limited,Company,UK,-,-,"Invention comprises a conjugate of titanium dioxide nanomaterial and nanoparticulate (1-100 nm) herbal and/or fruit extracts, confering the property of being an anti-microbial agent with a high disinfectant and antiseptic power, removing bacteria, fungi, mycobacteria, spores, mycobacteria, protozoa and viruses","The material is prepared by means of impregnation to disperse the functional groups and the extract particles, with temperature controlled to stabilize the interactions within the network of the support","Grapefruit, lemon, tangerine",Anti-microbial and antiseptic effect,N,27.04.2016,24.12.2014,C01G 23/047; B82Y 40/00; B82Y 5/00; A61K 36/00; C09D 5/14
273,15170548,EP000002946784A2,28-05-2010,A therapeutic composition comprising salmon oil and extracts of rosemary and oregano,"New Chapter, Inc; Board Of Regents Of the University Of Texas System",Company; Research Organisation,USA,"Newman, Robert A.; Yang, Peiying;  Schulick, Paul",USA,A novel herbal and oil composition for modulating fatty acid composition and metabolism in an animal,"By modulating essential dietary fatty acid composition of lipoprotein particles or cell membranes, modulating essential fatty acid metabolism and regulating the activity of lipoxygenases and cyclooxygenases",Rosemary and oregano,Improvement of cardiovascular health,Y,25.11.2015,-,A61K 36/53; A61K 35/60; A61P 3/06; A61P 35/00
274,PCT/JP2013/081844,WO 2014/103596,27-11-2013,HERBAL EXTRACT COMPOSITION,Suntory Holdings Limited,Company,Japan,"YOSHIHIRO, Akira",Japan,A herbal extract composition having a refreshing sweetness for use as a sweetener,"The liquid composition is obtained by immersing herbs selected from petals, buds and leaves of trees in an ethanol solution",-,-,Y,04.11.2015,03.07.2014,A23L 1/221; A23L 2/00; A23L 2/60; C12G 3/06
275,15164503.3,EP000002937093A1,15-07-2009,TOPICAL ANTI-INFLAMMATORY COMBINATION,Izun Pharmaceuticals Corporation,Company,Israel,"Levine, William; Saffer, Aron; Nussbaum, Gabriel",Israel,An anti-inflammatory topical treatment for treating or ameliorating non-mucosal topical tissue with inflammation,Comprises appropriate composition of herbal bioactive ingredients alongwith an effective amount of a quaternary ammonium surfactant,"Sambucus nigra, Centella asiatica or Echinacea purpurea",Inflammation,Y,28.10.2015,-,A61K 36/35; A61P 17/00; A61K 36/23; A61K 36/28; A61K 31/14; A61K 9/70; A61K 36/82; A61K 9/00; A61K 47/18
276,15164590,EP000002937077A1,22-04-2015,ORAL LIQUID FORMULATIONS COMPRISING HERBAL EXTRACTS,MONTERO GIDA SANAYI VE TICARET A.S.,Company,Turkey," Cifter, Ümit; Türkyilmaz, Ali; Hatirnaz, Zekiye Basak; Yelken, Gülay; Zan, Merve",Turkey,"Herbal formulation which comprises berberine and at least one more herbal extract for treatment of various respiratory diseases such as cold, cough, allergic asthma, seasonal allergic rhinitis, bronchitis, pharyngitis, laryngitis and pneumonitis",By various methods of extraction and processing,"Pelargonium sidoides, ginger, ginseng, propolis, licorice, echinacea, ginkgo biloba, turmeric, capsicum, sage, rosemary, maca, rhodiola and hedera helix",Respiratory diseases,Y,28.10.2015,-,A61K 9/00; A61K 31/4375; A61K 36/00; A61K 36/185
277,PCT/US2013/068550,WO 2014/081563,11-05-2013,HERBAL SUPPLEMENTS AND METHODS OF USE THEREOF,"KBS Research, LLC",Company,USA,"BROWN, Kenneth; SCOTT, Brandi, M.",USA,"Herbal compositions and their medical use for treating diseases associated with bloating, constipation and/or weight gain",By mechanism of oral administration of condensed tannins to human subjects,Red quebracho,"Bloating, constipation, weight gain",Y,04.10.2017,30.05.2014,A61K 36/534; A61P 1/06; A61K 36/77; A61K 36/24
278,14160731.7,EP000002921175A1,19-03-2014,Herbal extracts having anti-recurrent respiratory papillomatosis properties,RosePharmed,Company,Iran,"Garibdoust, Farhad; Khorramkhorshid, Hamid Reza; Radmanesh, Ramin;  Farzamfar, Bardia; Farhadi, Mohammad; Madani, Hessameddin; Kamali, Koorosh",Iran,A herbal extract composition and methods of acquiring it for use in the treatment of Recurrent Respiratory Papillomatosis,"By drying the plant extracts, adding organic solvent and incubating the mixture, adding selenium and/or an organic or inorganic salt; and/or adding urea and subsequently exposing the herbal extract to a pulsed electromagnetic
field ","Rosa sp., Urtica dioica, Tanacetum vulagare",Recurrent Respiratory Papillomatosis,Y,23.09.2015,-,A61K 36/185; A61K 36/28; A61K 36/738; A61K 41/00; A61P 31/12; A61P 11/00; A61K 31/17; A61K 33/04
279,PCT/EP2013/071741,WO 2014/060525,17-10-2013,STABLE FORMULATIONS,Montero Gida Sanayi Ve Ticaret A.S.,Company,Turkey,"CIFTER, Ümit; ARABACIOGLU, Nazife; TOKER, Özlem",Turkey,"Formulations comprising herbal plant extracts for the treatment of various diseases such as cough, skin diseases, pharyngitis, sinusitis and chronic respiratory tract diseases with a simple, cost-efficient, and time-saving process",Percentage weight dependent herbal medicinal composition,"Hedera helix, Pelargonium sidoides",Respiratory diseases and parasitic infections,Y,26.04.2017,24.04.2014,A61K 36/185; A61K 36/61; A61K 36/25; A61K 47/26; A61P 11/00; A61K 36/28; A61K 47/12; A61K 9/00
280,PCT/EP2013/071766,WO 2014/060539,17-10-2013,NEW FORMULATIONS COMPRISING PLANT EXTRACTS,MONTERO GIDA SANAYI VE TICARET A.S,Company,Turkey,"CIFTER, Ümit; ARABACIOGLU, Nazife; TOKER, Özlem",Turkey,"The invention consists of new formulations comprising herbal extracts for treating various respiratory diseases and their symptoms and providing a simple, cost effective and time saving process for the preparation of the formulations",By using a variety of herbal plant extracts in the composition,"Chinese Ephedra, almond, liquorice, dried ginger and Chinese Magnolia vine fruit",Infantile capillary bronchitis and cough,Y,12.07.2017,24.04.2014,A61K 36/185; A61K 36/61; A61K 36/25; A61K 47/26; A61P 11/00; A61K 36/906; A61K 35/64; A61K 36/9068; A61K 45/06; A61K 47/10; A61K 36/28; A61K 36/484; A61K 9/00; A61K 35/644
281,PCT/EP2013/071750,WO 2014/060529,17-10-2013,FORMULATIONS COMPRISING HERBAL EXTRACTS,MONTERO GIDA SANAYI VE TICARET A.S,Company,Turkey,"CIFTER, Ümit; ARABACIOGLU, Nazife; TOKER, Özlem",Turkey,"The invention comprises new herbal extract formulations having a simple, cost-efficient, and time-saving process of preparation, respectively",By using a variety of herbal plant extracts in the medicinal composition,"Hedera helix, Pelargonium sidoides, and Echinacea purpurea",General body infections,Y,26.04.2017,24.04.2014,A61K 36/185; A61K 36/61; A61K 36/25; A61K 47/26; A61P 11/00; A61K 36/28; A61K 9/00; A61K 35/644
282,7020966.3,EP 2 052 733 A1,26-10-2007,Herbal extracts for the treatment of chronic wounds,PARSROOS CO,Company,Iran,FARHADI MOHAMMAD; FARZAMFAR BARDIA; GHARIBDOUST FARHAD; KHORRAMKHORSHID HAMID REZA; LARIJANI BAGHER; MADANI HESSAMEDDIN; NOVITSKY YURI ALEXEVICH; SADEGHI BEHNAM,"Iran, Russia",Method of preparation,Preparation of extract using pulsed electromagnetic field of high frequency,Mellilotus officinalis,"For chronic wounds, diabetic foot ulcers and / or bed sores",Y,2009-04-29 00:00:00,-,A61K 36/48(2006.01); A61P 17/02(2006.01) 
283,PCT/CN2007/001960,WO 2008/000166,22-06-2007,GRANULE AND PREPARATION METHOD THEREOF,TASLY PHARMACEUTICAL GROUP CO,Company,China,BAI XIAOLIN; DONG LINA; LI TING; SUN YAN; YANG JIANHUI; ZHANG HONGBO; ZHANG SHUNNAN,China,Method of preparation,As Granules or capsules and tablets,Radix Bupleuri chinensis,-,Y,2014-04-23 00:00:00,2008-01-03 00:00:00,"A61K 9/50 (2006.01) A61K 36/233 (2006.01)
A61K 9/16 (2006.01)"
284,PCT/CN2007/001960,WO 2008/000167,22-06-2007,GRANULE AND PREPARATION METHOD THEREOF,TASLY PHARMACEUTICAL GROUP CO,Company,China,BAI XIAOLIN; DONG LINA; LI TING; SUN YAN; YANG JIANHUI; ZHANG HONGBO; ZHANG SHUNNAN,China,Method of preparation,As Granules or capsules and tablets,Radix Bupleuri chinensis,-,Y,2009-03-18 00:00:00,2008-01-03 00:00:00,"A61K 9/16    (2006.01)
A61K 47/04    (2006.01) 
A61K 36/00    (2006.01) 
A61K 47/34    (2006.01) 
A61P 31/00    (2006.01) 
A61P 25/00    (2006.01) 
A61K 47/38    (2006.01) 
A61P 1/16    (2006.01) 
A61P 3/10    (2006.01) 
A61P 9/10    (2006.01)  "
285,PCT/US2007/000945,WO 2007/084419,12-01-2007,INHIBITION OF INFLAMMATORY CYTOKINE PRODUCTION WITH TANSHINONES," The Feinstein Institute for Medical
Research",Research Institute,U.S.A,"WANG, Haichao
CHEN, Dazhi
SAMA, Andrew, E.",U.S.A,Treatment and Application,"For oral, lingual, sublingual, buccal and intrabuccal administration",Salvia miltiorrhiza,To inhibit inflammatory cytokine production,Y,2013-05-01 00:00:00,2007-07-26 00:00:00,A61K 31/18 (2006.01)
286,PCT/EP2006/000820,WO 2007/087825,31-01-2006,"USE OF A COMBINATION OF ROSA SP., URTICA DIOICA AND TANACETUM VULGARE
EXTRACTS, FURTHER COMPRISING SELENIUM AND UREA AND HAVING BEEN EXPOSED TO
A PULSED ELECTROMAGNETIC FIELD, FOR THE PREPARATION OF A MEDICAMENT FOR
TREATMENT OF HIV INFECTIONS",PARSROOS CO,Company,Iran," NOVITSKY, Yury Alexevich; MADANI, Hessamedin, GHARIBDOUST, Farhad; FARHADI, Mohammad; FARZAMFAR, Bardia; MOHRAZ, Minoo","Iran, Russia",Method of preparation,Preparation of extract using pulsed electromagnetic field,"Rosa sp., Urtica dioica and Tanacetum
vulgare","For  HIV
infection and AIDS.",Y,2014-04-09 00:00:00,2007-08-09 00:00:00,"A61K 36/185 (2006.01) A61K 36/28 (2006.01)
A61K 36/738 (2006.01) A61P 31/18 (2006.01)
A61P 37/04 (2006.01)"
287,PCT/KR2006/000486,WO 2007/069804,02-10-2006,HAIR GROWTH STIMULANTS AND THE MANUFACTURING METHOD THEREOF,"Nam, Jong Hyun
Songpa-gu",Individual,South Korea,"Nam, Jong Hyun
Songpa-gu",South Korea,Method of preparation,As cream or ointment,"A carbonized pine cone (Pinus
densiflora Siebold et Zuccarini), sesame oil, olive oil, soya oil and lemon juice, bamboo extract, Japanese apricot extract,  perilla oil,
coconut oil, castor oil, bean oil and seed oil, an apricot seed, an acorn, gromwell, a pomegranate, a pasqueflower and licorice","For hair loss, alpecia and Alopecias",N,2012-09-26 00:00:00,2007-06-21 00:00:00,"A61K 8/97 (2006.01) A61K 8/92 (2006.01)
A61Q 7/00 (2006.01)"
288,PCT/KR2006/000486,WO 2007/069804,02-10-2006,HAIR GROWTH STIMULANTS AND THE MANUFACTURING METHOD THEREOF,"Nam, Jong Hyun
Songpa-gu",Individual,South Korea,"Nam, Jong Hyun
Songpa-gu",South Korea,Method of preparation,As cream or ointment,"A carbonized pine cone (Pinus
densiflora Siebold et Zuccarini), sesame oil, olive oil, soya oil and lemon juice, bamboo extract, Japanese apricot extract,  perilla oil,
coconut oil, castor oil, bean oil and seed oil, an apricot seed, an acorn, gromwell, a pomegranate, a pasqueflower and licorice","For hair loss, alpecia and Alopecias",N,2012-09-26 00:00:00,2007-06-21 00:00:00,"A61K 8/97 (2006.01) A61K 8/92 (2006.01)
A61Q 7/00 (2006.01)"
289,PCT/KR2007/006017,WO 2008/069484,27-11-2007,"FUNCTIONAL FOOD COMPOSITION FOR TREATING ALLERGY, NATURAL TEA USING THE
SAME AND THE MANUFACTURING METHOD THEREOF
","Nam, Jong Hyun
Songpa-gu",Individual,South Korea,"Nam, Jong Hyun
Songpa-gu",South Korea,Composition and Manufacturing ,Extraction by Water or Alcohol; As Food/Tea," Poncirus trifoliata,  Schisandra chinensis",For Allergies,N,2010-11-24 00:00:00,2008-06-12 00:00:00,"A23L 1/29(2006.01) A61K 36/79(2006.01)
A61K 36/752(2006.01) A61K 36/68(2006.01)
A61K 36/75(2006.01) A61K 36/78(2006.01)"
290,7001673.8,EP 1 952 816 A1,26-01-2007,Multi-component herbal composition for the treatment of male erectile dysfunction,JORDANIAN PHARMACEUTICAL MFG,Company,Jordan,BADWAN ADNAN DR; GINNA NIDAL ADEL DR; TAHA HASHEM DR,Jordan,Uses and Composition ,"Intravenous, intramuscular, oral or rectal administration","Panax ginseng; Tongkat Ali extract, Epimedium extract, Centella asiatica and flower pollen extract",For male sexual dysfunction,Y,2008-08-06 00:00:00,-," A61K 36/258    (2006.01)
A61K 36/185    (2006.01) 
A61K 36/25    (2006.01) 
A61P 15/10    (2006.01) 
A61K 36/296    (2006.01)  "
291,PCT/US2006/043170,WO 2007/056271,06-11-2006,"HERBAL POWDER EXTRACTS AND METHODS OF PREPARING AND USING THE SAME
",VITA GREEN HEALTH PRODUCTS CO,Company,Hong Kong,CHAN HELEN HEI LING; CHOW MOSES SING SUM; LAU CLARA BIK SAN,China,Method of preparation,A powder,Coriolus versicolor,For therapy and treatment of cancers and hepatitis,Y,2010-09-01 00:00:00,2007-05-18 00:00:00,"A01N 65/00    (2009.01)
A23L 1/00    (2006.01) 
A61K 36/07    (2006.01)  "
292,PCT/US2006/042943,WO 2007/056133,11-03-2006,HERBAL COMPOSITION FOR WEIGHT MANAGEMENT, InQpharm Sdn Bhd,Company,Malaysia,"SAMUEL, Philip; PESCATORE, Fred","India, USA",Uses and Composition ,Oral administration,"Garcinia cambogia extract, Green tea extract, Green coffee extract and Lagerstroemia speciosa L.",For preventing and controlling obesity and allied diseases,Y,2013-09-18 00:00:00,2007-05-18 00:00:00,A61K 9/20 (2006.01)
293,PCT/IB2006/053540,WO 2007/036900,28-09-2006,HERBAL COMPOSITION FOR INFLAMMATORY DISORDERS, Piramal Enterprises Limited,Company,India," CHAUHAN, Vijay; SUTHAR, Ashish; SAPRE, Dhananjay; BAL-TEMBE, Swati; GANGOPADHYAY, Ashok Kumar; KULKARNI-ALMEIDA, Asha; PARIKH, Sapna Hasit",India,Uses and Composition ,"Topical administration as  lotions, creams, gels, sticks, sprays, or ointments",Sphaeranthus indicus, For inflammatory disorders,Y,2013-05-29 00:00:00,2007-04-05 00:00:00,A61K 36/28 (2006.01) A61P 29/00 (2006.01)
294,PCT/US2006/031355,WO 2007/024510,08-11-2006,"MEDICINAL HERBAL COMPOSITION FOR TREATING INFECTION
", International Patent Holdings LLC,Company,West Indies,"KIPRONO CHEPKWONY, Paul; MEDINA, Maria; MEDINA, Mitchell
",Kenya,Uses and Composition , aqueous extracts," Dovyalis abyssinica and Clutia robusta, Prunus Africana, Croton macrostachyus, Acacia nilotica, Rhamnus prinoides, Adenia gummifera, Asparagus africanus, Anthocleista grandiflora, Plantago palmata, Clematis hirsuta, Ekebergia capensis, Bersama abyssinica, Periploca linearifolia",For infectious diseases,Y,2014-12-03 00:00:00,2007-03-01 00:00:00,A61K 36/00 (2006.01)
295,PCT/JP2006/313146,WO 2007/020755,30-06-2006,AGENT FOR HAIR GROWTH,KOHNO KENJI,Individual,Japan,KOHNO KENJI,Japan,Uses and Composition ,External application or Oral administration,"Soyabean, Longan Seed, Polygoni Multiflori Radix, Cynanchum bungei Decne","For hair loss, alpecia and Alopecias",N,2008-04-30 00:00:00,2007-02-22 00:00:00," A61K 36/48    (2006.01)
A61K 8/97    (2006.01) 
A23L 1/30    (2006.01) 
A61K 36/18    (2006.01) 
A61Q 7/00    (2006.01) 
A61P 17/14    (2006.01) 
A61K 36/70    (2006.01) "
296,PCT/US2005/023381,WO 2006/007538,30-06-2005,COMPOSITION AND METHOD FOR THE TREATMENT OF ASTHMA SYMPTOMS, Azmazin Inc.,Company,U.S.A," Baek, Sung H.",U.S.A,Composition of the medicine,As capsules,"Platycodi Radix Sileris Radix Trichosanthis Radix
Poria Cocos Forsythia Fructus Atractylodis Alba Rhizoma
Ligustici Wallichii Ginseng Radix Fritillariae Bulbus
Rhizoma
Auranti Fructus Notoptergii Rhizoma et Radix Scutellariae Radix
Bupleuri Radix Angelicae Pubescentis Radix Rhei Rhizoma et Radix
Peucedani Radix Glycyrrhizae Radix Citri Reticulatae Pericarpium
Menthe Herba Zingiberis Recens Rhizoma Massa Medicata Fermentata
Schizonepetae Herba Angelicae Radix",For Asthma,Y,2013-11-20 00:00:00,2006-01-19 00:00:00,A61K 36/00 (2006.01)
297,PCT/CN2006/001804,WO 2007/009395,21-07-2006,SCHISANDRIN B PREPARATION," The Hong Kong University of Science
and Technology",Research Institute,Hong Kong, Kam Ming,Hong Kong,Method of preparation,Oral administration,Schisandra chinensis (Fructus schisandrae),For  heart disease,Y,2013-10-30 00:00:00,2007-01-25 00:00:00,"A61K 31/36 (2006.01) A61K 31/56 (2006.01)
A61K 36/79 (2006.01) A61P 1/16 (2006.01)
A61P 9/00 (2006.01) A61P 11/00 (2006.01)
A61P 13/12 (2006.01) A61P 25/00 (2006.01)
A61P 35/00 (2006.01)"
298,PCT/IN2005/000223,WO 2006/129325,30-06-2005,"Herbal formulation for the prevention and mangement of diabetes mellitus and diabetic
micro-vascular complications"," Gill, Harinder Singh; Gill, Gurpreet Singh",Individual,India,"DUBEY, Govind, Prasad; AGARWAL, Aruna; VYAS, Neers; RAJAMANICKAM, Victor, G",India,Composition of the medicine,Hydro - alcoholic extraction," Salacia chinensis, Hippophae-rhamnoides Coccinia indica","For  Diabetis Mellitus and
Diabetic Micro-Vascular Complications",Y,2017-06-14 00:00:00,2006-12-07 00:00:00,A61K 6/00 (2006.01)
299,PCT/JP2005/018074,WO 2006/100797,22-09-2005,"METHOD AND PHARMACEUTICAL COMPOSITION FOR TREATING PSORIASIS, SQUAMOUS CELL CARCINOMA AND/OR PARAKERATOSIS BY INHIBITING EXPRESSION OF SQUAMOUS CELL CARCINOMA-RELATED ANTIGEN",SHISEIDO CO LTD,Company,Japan,HIBINO TOSHIHIKO SHISEIDO RESE; KATAGIRI CHIKA; NAKANISHI JOTARO,Japan,Composition of the medicine,Topical Administration ,"Cattail, Grape, Tomato, Cucumber, Kiwi, Jujube",For psoriasis and squamous cell carcinoma,Y,2007-11-28 00:00:00,2006-09-28 00:00:00,"A61K 45/00    (2006.01)
A61P 17/06    (2006.01) 
A61K 31/713    (2006.01) "
300,PCT/KR2006/000199,WO 2006/078120,18-01-2006,"HERBAL MIXTURE EXTRACT OF NOTOGINSENG RADIX, REHMANNIAE RADIX PREPARATA
AND ACANTHOPANACIS CORTEX AND COMPOSITION COMPRISING THE SAME FOR
PREVENTION AND TREATMENT OF ARTHRITIS", Oscotec Inc.,Company,South Korea," KIM, Jung-Keun; KIM, Se-Won; KIM, Hyung-Gun; KO, Seon-Yle; BAEK, Dong-Heon; CHANG, Sunhwa",South Korea,Composition of the medicine,Administered  orally or parenterally," Notoginseng radix, Rehmanniae radix preparata
and Acanthopanacis cortex",For  prevention and the treatment of arthritis,Y,2013-06-12 00:00:00,2006-07-27 00:00:00,"A61K 6/00 (2006.01) A61P 19/02 (2006.01)
A61K 36/804 (2006.01) A61K 36/254 (2006.01)
A61K 36/258 (2006.01)"
301,PCT/EP2006/050623,WO 2006/082222,02-02-2006,COMPOSITIONS COMPRISING EPIGALLOCATECHIN GALLATE AND PROTEIN HYDROLYSATE,DSM IP ASSETS BV,Company,Netherlands,WOLFRAM SWEN,Germany,Composition of the medicine,"Capsules, tablets or liquid medicine","Aspergillus, Panax ginseng,  wheat, soy bean etc","For diabetes mellitus and associated hyperglycemia, hypercholesterolemia, hyperlipidemia",Y,2009-12-23 00:00:00,2006-08-10 00:00:00,"A61K 38/01    (2006.01)
A61K 31/353    (2006.01)"
302,PCT/IB2005/003859,WO 2006/072823,22-12-2005,BRACHYSTEMMA CALYCINUM EXTRACT FOR OSTEOARTHRITIS,VITA GREEN HEALTH PRODUCTS CO,Company,China,CHAN HEI LING HELEN,China,Method of preparation,Oral administration,Brachystemma calycinum,For osteoarthritis,Y,2010-04-14 00:00:00,2006-07-13 00:00:00," A61K 36/36    (2006.01)
A23L 1/29    (2006.01) 
A61P 19/02    (2006.01)"
303,PCT/BR2005/000177,WO 2006/024120,09-01-2005,Hydroalcoholic extract of Uncaria tomentosa for the treatment of herpes virus infection," HERBARIUM LABORATÓRIO
BOTÁNICO LTDA",Company,Brazil," TRENTINI, Anny Margaly Maciel",Brazil,Composition of the medicine,Topical Administration ,Uncaria tomentosa,For herpes virus infection,Y,2015-09-30 00:00:00,2006-03-09 00:00:00,A61P 17/00 (2006.01) A61P 31/22 (2006.01)
304,PCT/US2005/030040,WO 2006/026284,24-08-2005,"HERBAL PHARMACEUTICAL COMPOSITIONS FOR PROPHYLAXIS AND/OR TREATMENT OF
CARDIOVASCULAR DISEASES AND THE METHOD OF PREPARING THE SAME"," Sun Ten Phytotech Co., Ltd; Shen, Chung Guang",Company,"China, USA"," SHEN, Chung Guang; CHUANG, Wu-Chang","China, USA",Composition of the medicine,External application or Oral administration,"Radix Scutellariae; Rhizoma Coptidis, Radix and Rhizoma Rhei and Radix Ginseng;  Zizyphi fructus",For  vasodilation and/or maintenance of normal vasodilation,Y,2013-08-28 00:00:00,2006-03-09 00:00:00,"A61K 36/258 (2006.01) A61K 36/708 (2006.01)
A61K 36/718 (2006.01) A61K 36/539 (2006.01)
A61P 9/12 (2006.01)"
