,PCT filing number,Patent number,PCT filing date ,Title of invention (English),Owners,Individual/ResearchOrganization/Company,Country of Owner,Inventors,Country of Inventor,Invention aspect ,Type of mechanism or work involved,Plant used,Treatment,Commercial status,Grant date,PCT publication date, International Patent Classification 
163,,CA 2770539,2012-03-08 00:00:00,HIGH YIELDING SOYBEAN VARIETY XB19C12,"PIONEER HI-BRED INTERNATIONAL, INC.",Company,United States of America,"HEDGES, BRADLEY R.; GREASON, KARI; FABRIZIUS, MARTIN A.; ROACH, MICHAEL T.","Canada, United States of America",Novel soybean variety designated XB19C12,"Crossing plants of  soybean variety XB19C12, either male or female, with another soybean plant",Glycine max,-,Y,2014-05-20 00:00:00,-,
164,,CA 2770537,2012-03-08 00:00:00,HIGH YIELDING SOYBEAN VARIETY XR22N12,"PIONEER HI-BRED INTERNATIONAL, INC.",Company,United States of America,"WINGBERMUEHLE, WILLIAM J.; FABRIZIUS, MARTIN A.",United States of America,Novel soybean variety designated XR22N12,"Crossing plants of  soybean variety XR22N12, either male or female, with another soybean plant",Glycine max,-,Y,2014-07-08 00:00:00,-,
165,,CA 2770536,2012-03-08 00:00:00,HIGH YIELDING SOYBEAN VARIETY XB00R12,"PIONEER HI-BRED INTERNATIONAL, INC.",Company,United States of America,"KRASHENINNIK, NADEJDA N.; FABRIZIUS, MARTIN A.; ROACH, MICHAEL T.",United States of America,Novel soybean variety designated XB00R12,"Crossing plants of  soybean variety XB00R12, either male or female, with another soybean plant",Glycine max,-,Y,2014-07-08 00:00:00,-,
166,PCT/US2005/008325,CA 2561020,2005-03-10 00:00:00,METHODS FOR DEGRADING OR CONVERTING PLANT CELL WALL POLYSACCHARIDES,NOVOZYMES INC.,Company,United States of America,"BERKA, RANDY; CHERRY, JOEL",United States of America,Method of converting plant cell wall polysaccharides into one or more products,Fermentation,-,-,Y,2014-05-13 00:00:00,2005-10-27 00:00:00,
167,,CA 2808351,2013-03-06 00:00:00,HIGH YIELDING SOYBEAN VARIETY XB01Y13,"PIONEER HI-BRED INTERNATIONAL, INC.",Company,United States of America,"KRASHENINNIK, NADEJDA N.",United States of America,Novel soybean variety designated XB01Y13,"Crossing plants of  soybean variety XB01Y13, either male or female, with another soybean plant",Glycine max,-,Y,2014-08-05 00:00:00,-,
168,PCT/CH2006/000087,CA 2597350,2006-02-09 00:00:00,PROCESS FOR PURIFYING NOROXYMORPHONE COMPOUNDS,CILAG AG,Company,Switzerland,"WEIGL, ULRICH; KOTZ, ULF; FREIFELD, ILIA ","Germany, Switzerland","Process of purification of plant extracts which consist of noroxymorphone compounds and contain impurities such as, .alpha.,.beta.-unsaturated noroxymorphone compounds",By undergoing a series of chemical reactions,-,-,Y,2014-04-29 00:00:00,2006-08-17 00:00:00,
169,,CA 2690409,2010-01-18 00:00:00,"SYSTEM AND PROCESS FOR HANDLING, PREPPING, TAGGING AND SHIPPING PLANTS","MORI, WILLIAM ",Company,Canada,"MORI, WILLIAM ",Canada,"Plant handling, tagging and shipping system",-,-,-,N,2014-09-30 00:00:00,-,
170,PCT/US2011/020648,CA 2787186,2011-01-10 00:00:00,SOFT AND STRONG FIBROUS STRUCTURES AND METHODS FOR MAKING SAME,THE PROCTER & GAMBLE COMPANY,Company,United States of America,"MOHAMMADI, KHOSROW PARVIZ",United States of America,Methods of productions of soft and strong fibrous structures,-,Stachys byzantina,-,N,2014-10-14 00:00:00,2011-07-21 00:00:00,
171,PCT/US2004/041723,CA 2547563,2004-12-14 00:00:00,CORN PLANT MON88017 AND COMPOSITIONS AND METHODS FOR DETECTION THEREOF,MONSANTO TECHNOLOGY LLC,Company,United States of America,"BEAZLEY, KIM A.; COOMBE, TIMOTHY R.; GROTH, MARK E.; HINCHEY, TERRI B.; PERSHING, JAY C.; VAUGHN, TY T.; ZHANG, BEI",United States of America, Corn plant designated as MON880 7 and DNA compositions contained in it,Based on DNA sequence and molecular markers,Zea mays,-,Y,2014-02-18 00:00:00,2005-06-30 00:00:00,
172,,CA 2789115,1997-12-30 00:00:00,MICROPORATION OF TISSUE FOR DELIVERY OF BIOACTIVE AGENTS,NITTO DENKO CORPORATION,Company,Japan,"EPPSTEIN, JONATHAN A.",United States of America,"Method of enhancing permeability of a bio- membrane, including skin or mucosa of animals/ outer layer of plants",Microporation and permeation enhancement,-,-,Y,2014-04-29 00:00:00,-,
173,,CA 2794371,2012-11-02 00:00:00,WHEAT VARIETY XW10Q,"PIONEER HI-BRED INTERNATIONAL, INC.",Company,United States of America,"MARSHALL, GREGORY CHARLES; LASKAR, WILLIAM JOSEPH; LIVELY, KYLE JAY; CLARKSON, ROBERT LEWIS.",United States of America,Novel wheat variety designated as XW10Q,Hybridisation and crossing-over of desired wheat varieties,Triticum,-,Y,2014-07-08 00:00:00,-,
174,,CA 2756453,2011-10-28 00:00:00,RENEWABLE OIL ABSORBENT AND METHOD THEREOF,"LAVOIE, CARL ",Individual,Canada,"LAVOIE, CARL",Canada,Oil absorbent fiber containing fragments of typha plant inflorescence,-,Typha,-,N,2014-08-05 00:00:00,-,
175,PCT/JP2008/070312,CA 2687249,2008-11-07 00:00:00,A METHOD FOR INCREASING THE SUGAR CONTENT OF A PLANT BODY AS COMPARED TO THE WILD STRAIN BY AFFECTING GLUTATHIONE LEVELS,JAPAN SCIENCE AND TECHNOLOGY AGENCY ,Japan,Japan,"OGAWA, KENICHI",Japan,Production of plant body with improved sugar content,Composition includes oxidised glutathione,-,-,Y,2014-07-08 00:00:00,2009-05-22 00:00:00,
176,PCT/EP2006/011889,CA 2632038,2006-12-11 00:00:00,PLANT GROWTH REGULATING AND FUNGICIDAL COMPOSITIONS,SYNGENTA PARTICIPATIONS AG,Company,Switzerland,"MILLS, COLIN EDWARD; HAAS, ULRICH JOHANNES.",Switzerland,Provides composition capable of regulating growth of a plant and preventing/treating fungi infestation,-,-,-,Y,2014-03-25 00:00:00,2007-06-21 00:00:00,
177,PCT/JP2006/303402,CA 2599295,2006-02-24 00:00:00,METHOD OF PRODUCING PROANTHOCYANIDIN OLIGOMER,"NAGASAKI UNIVERSITY; USAIEN PHARMACEUTICAL CO., LTD.; AMINO UP CHEMICAL CO., LTD.",Company,Japan,"TANAKA, TAKASHI; NONAKA, GEN-ICHIRO; KOHNO, ISAO; FUJII, HAJIME; NAKAGAWA, TAKASHI; NISHIOKA, HIROSHI",Japan,"Composition 
containing proanthocyanidin oligomer to which a substance with phloroglucinol ring structure or resorcinol ring structure has been bonded resulting in reduced molecular weight",Heating plant materials containing proanthocyanidin polymer or its extract ,-,-,Y,2014-10-14 00:00:00,2006-08-31 00:00:00,
178,PCT/EP2005/012521,CA 2592288,2005-11-23 00:00:00,PROCESS FOR THE PREPARATION OF GALANTHAMINE HYDROBROMIDE,INDENA S.P.A.,Company,Italy,"GABETTA, BRUNO; MERCALLI, ENRICO ",Italy,Process for purification of galanthamine (I),Precipitation of galanthamine hydrobromide from a mixture of alkaloids from a plant,Amaryllidaceae family,-,Y,2014-05-06 00:00:00,2006-06-22 00:00:00,
179,PCT/GB2005/003793,CA 2582289,2005-09-30 00:00:00,INHIBITION OF TUMOUR CELL MIGRATION,GW PHARMA LIMITED,Company,United Kingdom,"WHITTLE, BRIAN; PAROLARO, DANIELA","UK, Italy","Use of cannabis plant extract/cannabinoid 
in the inhibition of tumour cell migration",-,Cannabis sativa,Cancer,Y,2014-10-14 00:00:00,2006-04-13 00:00:00,
180,PCT/US2005/043066,CA 2588128,2005-11-28 00:00:00,COMPOSITIONS AND METHODS OF THEIR USE FOR IMPROVING THE CONDITION AND APPEARANCE OF SKIN,"AVON PRODUCTS, INC.",Company,United States of America,"DRYER, LAURENCE; PTCHELINTSEV, DMITRI",United States of America,"Composition and methods for treating, preventing and improving the condition and aesthetic appearance of skin using natural plant constituents",-,-,-,Y,2014-10-14 00:00:00,2006-06-29 00:00:00,
181,PCT/EP2005/010168,CA 2581257,2005-09-16 00:00:00,STRESS RESISTANT PLANTS,BAYER CROPSCIENCE NV,Company,Belgium,"DE BLOCK, MARC; METZLAFF, MICHAEL; GOSSELE, VERONIQUE",Belgium,Stress tolerance in plants,"Using nucleotide 
sequences encoding enzymes involved in the NAD salvage synthesis pathway",-,-,Y,2014-04-15 00:00:00,2006-03-30 00:00:00,
182,PCT/US2003/038268,CA 2508032,2003-12-03 00:00:00,BENTGRASS EVENT ASR-368 AND COMPOSITIONS AND METHODS FOR DETECTION THEREOF,MONSANTO TECHNOLOGY LLC; THE SCOTTS COMPANY,Company,United States of America,"GUO, SHIRLEY XIAOLI; HARRIMAN, ROBERT W.; LEE, LISA; NELSON, ERIC K.",United States of America,Assays for detecting the presence of the bentgrass ASR-368,Based on DNA sequence and molecular markers,Agrostis ,-,Y,2014-09-16 00:00:00,2004-06-24 00:00:00,
183,PCT/IB2009/005461,CA 2723132,2009-05-01 00:00:00,PHARMACUETICAL COMPOSITION COMPRISING EXTRACTS OF HUANGLIAN AND KU DING CHA EFFECTIVE FOR LOWERING BLOOD LIPID LEVELS,AFEXA LIFE SCIENCE INC.,Research Organisation,Canada,"SHAN, JACQUELINE JIE LING, LEI GOEL, VINTI QI, GUIZHONG WANG, SHAOZHAO",Canada,herbal formulation to lower blood lipid level,"extraction with water, alcohol or ethyl acetate","Ilex kudingcha, Coptis chinesis",Cardiovascular diseases,Y,2014-04-08 00:00:00,2009-11-05 00:00:00,
184,PCT/US2001/007353,CA 2402466,2001-03-08 00:00:00,COMPOSITION CONSISTING OF PHY906 AND CHEMOTHERAPEUTIC AGENTS,YALE UNIVERSITY,Research Organisation,United States of America,"CHENG, YUNG-CHI LUI, SHWU-HUEY",United States of America,Increase theraputic index of drugs for treating diseases,-,"Scutellaria baicalensis, Glycyrrhiza uralensis, Ziziphus jujuba, Paeonia lactiflora",viral infections and neoplasms of cancer,Y,2014-11-18 00:00:00,2001-09-13 00:00:00,
185,PCT/EP2010/006389,CA 2778187,2010-10-19 00:00:00,FILTERING AND PERMEABLE CONTAINER FOR SUBSTANCES SUITABLE FOR THE PREPARATION OF BEVERAGES,"RAPPARINI, GINO",Individual,Italy,"RAPPARINI, GINO",Italy,flitering container for beverages,thermoforming,-,-,N,2014-07-22 00:00:00,2011-04-28 00:00:00,
186,PCT/CH2006/000591, CA 2625092,2006-10-23 00:00:00,AGENT FOR PROTECTING BODY CELLS,OMNIMEDICA AG,company,Switzerland,"HOLZGANG, HANS-EMANUEL",Switzerland,composition for preventive and/or performance-enhancing influence on body cells,"oxide bed filter, polymer bed filter",green tea,skin damages,Y,2014-12-16 00:00:00,2007-05-10 00:00:00,
187,PCT/IB2004/003542,CA 2542578,2004-10-11 00:00:00,SUSTAINED-RELEASE MICROGRANULES CONTAINING GINGKO BILOBA EXTRACT AND THE PROCESS FOR MANUFACTURING THESE,ETHYPHARM,company,France,"MARECHAL, DOMINIQUE YANG, WEI-HONG HU, YU-ZHANG","China, Canada",preparation of sustained-release microgranules containing Gingko Biloba,-,Gingko biloba,-,Y,2014-03-25 00:00:00,2005-04-21 00:00:00,
188,PCT/EP2010/061543,CA 2769615,2010-08-09 00:00:00,USE OF CAJEPUT AND PIMENTA RACEMOSA EXTRACT FOR TREATING PARASITIC INFESTATION OF FISH,"MARS, INCORPORATED",Company,U.S.A,"SCHELKLE, BETTINA",United Kingdom,Composition of plant extract for treatment,Administration of composition,"Melaleuca cajuputi, Pimenta racemosa",Preventing ornamental fish parasite infestation or removing ornamental fish parasites,Y,2015-01-27 00:00:00,2010-08-09 00:00:00,
189,_,CA 2670659,_,METHOD FOR THE PRODUCTION OF A PLANT-BASED MEDICAMENT,STEIGERWALD ARZNEIMITTELWERK GMBH,Company,Germany,"KUPER, WILLI; BECKER, WULF",Germany,Methods for the production and uses,Administration of composition,"lberis amara, Menthae piperitae folium, Matricariae flos, Carvi fructus, Melissae folium, Anselicae radix, Liquiritiae radix, Cardui mariae fructus; Chelidonii herba",_,Y,2015-08-11 00:00:00,_,
190,PCT/GB2007/002315,CA 2656698,2007-06-21 00:00:00,CANNABINOIDS FOR USE IN THE TREATMENT OF NEUROPATHIC PAIN,GW PHARMA LIMITED,Company,United Kingdom,"GUY, GEOFFREY; COSTA, BARBARA",United Kingdom; Italy,Use and manufacturing of a medicament,Administration by gel; gel spray; tablet; liquid; capsule and vaporization.,Cannabis sps.,Neuropathic pain ,Y,2015-10-13 00:00:00,2007-12-27 00:00:00,
191,_,CA 2766630,_,ANTI-WART PHARMACEUTICAL COMPOSITION AND METHOD FOR TREATING WART,"G & E HERBAL BIOTECHNOLOGY CO., LTD. ",Company,Taiwan,"KUO, KOU-WHA; SHEU, HAMM-MING",Taiwan,Composition of plant extract for treatment,Application of the composition,A plant of genus Solanum,"Common wart, flat wart, plantar wart, genital wart",Y,2015-04-21 00:00:00,_,
192,PCT/US2008/000052,CA 2673942,2008-01-03 00:00:00,FOOD COMPOSITIONS INCORPORATING STEARIDONIC ACID,MONSANTO TECHNOLOGY LLC,Company,U.S.A,"WILKES, RICHARD S.",U.S.A,New Composition,Oral administration as food item,"canola, corn, flax, and soybean",Dietary supplement,Y,2015-10-06 00:00:00,2008-07-17 00:00:00,
193,PCT/US2008/000051,CA 2673940,2008-01-03 00:00:00,FOOD COMPOSITIONS INCORPORATING ADDITIONAL LONG CHAIN FATTY ACIDS,MONSANTO TECHNOLOGY LLC,Company,U.S.A,"WILKES, RICHARD S.",U.S.A,New Composition,Oral administration as food item,"canola, corn, flax, and soybean",Dietary supplement,Y,2015-11-03 00:00:00,2008-07-17 00:00:00,
194,PCT/EP2012/050730,CA 2824956,2012-01-18 00:00:00,METHOD OF OBTAINING HEMP PLANT JUICE AND USE OF SAME FOR THE PRODUCTION OF BEVERAGES,"CLAREMONT COLLECTION HANDELSGESELLSCHAFT MBH; BISTERFELD VON MEER, GALATHEA UTE",Company,Germany,"BISTERFELD VON MEER, GALATHEA UTE",Germany,Extraction and uses,"Administration as a beverage, a 
cosmetic, a cleaning agent, an alcoholic beverage, a cream or a gel.",Hemp (Cannabis sativa),A cosmetic/food product,Y,2015-05-05 00:00:00,2012-07-26 00:00:00,
195,PCT/JP2011/079341,CA 2825372,2011-12-19 00:00:00,HAIR GROWTH AND FOSTERING AGENT,"KAWANO MERICLONE CO.,LTD.",Company,Japan,"KAWANO, MICHIO",Japan,Extraction and uses,Administration of composition,Great Flower Marie Laurencin ( a plant of genus Cymbidium), hair growth and fostering,Y,2015-05-26 00:00:00,2012-08-16 00:00:00,
196,PCT/US2009/059003,CA 2772709,2009-09-30 00:00:00,ANTIPERSPIRANT/DEODORANT COMPOSITION,COLGATE-PALMOLIVE COMPANY,Company,U.S.A,"LINN, ELIZABETH; CARLONE, DARRICK; MUIR, MELISSA; FAN, AIXING; MISNER, H. STEVEN; KILPATRICK-LIVERMAN, LATONYA; HOGAN, JOHN P.",U.S.A,Extraction and uses,Administration of composition,"avocado, canola, corn, cottonseed, olive, palm, sunflower, coconut, safflower, babassu",Cosmetic application,Y,2015-07-21 00:00:00,2011-04-07 00:00:00,
197,PCT/IN2008/000119,CA 2679206,2008-03-03 00:00:00,PHARMACEUTICAL COMPOSITIONS COMPRISING TRIGONELLINE AND 4-HYDROXYISOLEUCINE AND A PROCESS THEREOF,INDUS BIOTECH PRIVATE LIMITED,Company,India,"BHASKARAN, SUNIL; VISHWARAMAN, MOHAN",India,Extraction and uses,"Administration as a tablet, troche, 
lozenge, aqueous or oily 
suspension, ointment, patch, gel, lotion, dentifrice, capsule, emulsion, 
cream, spray, drop, 
dispersible powder or granule, emulsion in hard or soft gel capsule, syrup, 
elixir, phytoceutical, 
nutraceutical or food stuff.",Trigonella foenum graecum; Coffee arabica.,dopamine related diseases,Y,2015-02-24 00:00:00,2008-09-12 00:00:00,
198,PCT/CN2006/003691,CA 2635610,2006-12-29 00:00:00,"EXTRACTS OF CHENOPODIUM AMBROSIOIDES L., THE COMPOSITIONS COMPRISING SAID EXTRACTS, THE PREPARING PROCESS AND APPLICATION THEREOF","TASLY PHARMACEUTICAL GROUP CO., LTD.",Company,China,"WEI, FENG; YE, ZHENGLIANG; GAO, JUN; LUO, CHONGNIAN; LI, DEKUN; CHEN, JIANMING; ZHU, YONGHONG; XIONG, JUNFENG; ZHENG, XIAOLI; ZHANG, GUANGMING; ZHAO, YING",China,Extraction and uses,Administration by soft or hard capsule preparations,Chenopodium ambrosioides L.; Adina pilulifera; castor oil; rapeseed salad oil,Helicobacter Pylori-induced diseases of digestive system,Y,2015-12-08 00:00:00,2007-07-12 00:00:00,
199,PCT/EP2005/008151,CA 2574907,2005-07-27 00:00:00,PHYSIOLOGICALLY-ACTIVE COMPOSITION BASED ON COLLAGEN,"CARGILL, INCORPORATED",Company,U.S.A,"PURPURA, MARTIN; JAEGER, RALF; BALAN, KARIM; PAPER, DIETRICH",Germany; U.S.A,Extraction and compostion,"Administraton by a tablets, capsules, dragees, 
bars, 
granules, powders, stable solutions or juices.",_,To prevent inflammatory and/or degenerative symptoms of joints,Y,2015-01-06 00:00:00,2006-02-02 00:00:00,
200, PCT/IB2006/053540,CA 2624049,2006-09-28 00:00:00,HERBAL COMPOSITION FOR INFLAMMATORY DISORDERS,PIRAMAL ENTERPRISES LIMITED ,Company,India,"CHAUHAN, VIJAY;
SUTHAR, ASHISH ;
SAPRE, DHANANJAY ;
BAL-TEMBE, SWATI ;
GANGOPADHYAY, ASHOK KUMAR ;
KULKARNI-ALMEIDA, ASHA ;
PARIKH, SAPNA HASIT ",(India),herbal composition,_,Sphaeranthus indicus,inflammatory disorder,Y,2016-01-12 00:00:00,2007-04-05 00:00:00,
201,PCT/US2006/034495,CA 2621778,2006-09-07 00:00:00,AGRONOMICALLY ELITE SOYBEANS WITH HIGH BETA-CONGLYCININ CONTENT,MONSANTO TECHNOLOGY LLC,Company,United States of America,"WU, KUNSHENG;
HOREJSI, THOMAS;
BYRUM, JOE;
BRINGE, NEAL;
YANG, JULIE ;
PEI, DONGHONG ;
REITER, ROBERT",U.S.A,to overcomes the deficiencies,non-transgenic mutations,soybean plant,-,Y,2016-04-19 00:00:00,2007-03-15 00:00:00,
202,PCT/IN2005/000131,CA 2563952,2005-04-27 00:00:00,"USES OF THE PREGNANE GLYCOSIDES IN THE TREATMENT/MANAGEMENT OF OBESITY, OBESITY-RELATED AND OTHER DISORDERS","RAJENDRAN, RAMASWAMY ;
RAJENDRAN, KAMALA ",Individual,India,"RAJENDRAN, RAMASWAMY ;
RAJENDRAN, KAMALA ",India,_,_,"caralluma plant 
","OBESITY, OBESITY-RELATED AND OTHER DISORDERS",N,2016-05-17 00:00:00,2005-01-03 00:00:00,
203,PCT/CN2008/001383,CA 2687492,28/7/2008,"A HERBAL COMPOSITION, METHOD FOR PREPARATION AND FOR TREATING
DIABETES MELLITUS",TASLY PHARMACEUTICAL GROUP CO LTD,RESEARCH ORGANIZATION,CHINA,"TONG XIAOLIN,
ZHU YONGHONG,
ZHOU SHUIPING,
E XIUHUI,
WANG SHUANGMING,
XIA ZHINGTING.",CHINA,"FOR MANAGEMENT OF DIABETES 
MELLITUS",EXTRACTING THE CRUDE DRUGS,"RADIX TRICHOSANTHIS,
RADIX BUPLEURI,
FRUCTUS AURANTII IMMATURUS,
RADIX ET RHIZOMA RHEI,
RHIZOMA PINELLIAE,
RADIX SCUTELLARIAE,
RADIX COPTIDIS,
RADIX PAEONIAE ALBA,
FRUCTUS MUME.",DIABETES MELLITUS,Y,20/8/2013,2009-05-02 00:00:00,
204,PCT/CA2010/001657,CA 2778414,22/10/2010,"HERBAL COMPOSITION COMPRISING GINGER AND GOLDENROD FOR THE
TREATMENT OF COLD AND FLU",MARESINS PHARMA INC,RESEARCH ORGANIZATION,CANADA,"CYR BENOIT,
GUAY JOHANE,
PAGE BRIGITTE,
GENDRON NATHALIE",CANADA,"FOR PREVENTION/TREATMENT
OF FLU/COLD",SYNERGISTIC COMBINATION OF DRUGS,"ZINGIBER OFFICINALE,
SOLIDAGO.
",COLD/FLU,Y,2017-04-07 00:00:00,28/4/2011,
205,PCT/CA2010/000304,CA 2754064,2010-02-03 00:00:00,"PLANT EXTRACT COMPOSITIONS FOR THE TREATMENT OF INFLUENZA
AND INFLAMMATION",VIVA PHARMACEUTICAL INC,RESEARCH ORGANIZATION,CANADA,"XIE XUEJU,
KO JASON JIANG-CHUNG",CANADA,FOR TREATMENT OF INFLUENZA,LIQUID FRACTION EXTARCTION,"RADIX ISATIDIS,
FLOS LONICERAE,
PORIA COCOS,
HERBA HOUTTUYNIAE.","INFLUENZA AND
INFLAMMATION",Y,20/6/2017,2010-10-09 00:00:00,
206,PCT/AU2005/001966,CA 2634953,23/12/2005,FORMULATIONS AND TREATMENT FOR WELl- BEING,DOLPHST PVT LTD,COMPANY,AUSTRALIA,PHILLIPS JON,AUSTRALIA,FOR WELL-BEING,COMBINATION OF DRUGS,"POLYGONUM MULTIFLORUM,
PANAX QUINQUEFOLIUM,
GINGKO BILOBA,
EQUISETUM ARVENSE.",IMMUNITY BOOSTER,Y,15/9/2015,29/6/2006,
207,PCT/US2002/017810,CA 2470464,2002-06-06 00:00:00,USE OF HELIPOSIS LONGIPES EXTRACT IN ORAL COMPOSITIONS,V MANE FILS S.A,COMPANY,FRANCE,WOLFSON PHILLIP E,USA,"AS LOCAL CONTACT ANESTHETICS,
AS A COUGH SUPPRESANTS,
AS AN ORAL SENSATE",EXTRACTION AND PROCESSING,HELIOPSIS LONGIPES,"XEROSTOMIA AND ORAL
HYGIENE",Y,23/8/2011,26/6/2003,
208,PCT/IL2002/000402,CA 2447180,22/5/2002,HERBAL COMPOSITIONS FOR THE TREATMENT OF MUCOSAL LESIONS,IZUN PHARMACEUTICALS CORPORATION,RESEARCH ORGANIZATION,UNITED STATES OF AMERICA,"LEVINE WILLIAM Z,
SAFFER ARON J,
FARAN MINA.",ISRAEL,"FOR INHIBITION OF MATRIX
METTALOPROTEINASES.",COMBINATION OF PLANT EXTARCT,"ECHINACEA PURPUERA,
SAMBUCUS NIGRA,
HYPERICUM PERFORATUM,
COMMIPHORA MOLMOL,
CENTELLA ASIATICA.
","INFLAMMATORY MUCOSAL
DISEASES.",Y,2014-08-07 00:00:00,28/11/2002,
209,PCT/IB2009/005461,CA 2723132,2009-01-05 00:00:00,"PHARMACEUTICAL COMPOSITION COMPRISING EXTARCTS OF HUANGLIAN
AND KU DING CHA EFFECTIVE FOR LOWERING BLOOD LIPID LEVELS",AFEXA LIFE SCIENCES INC,RESEARCH ORGANIZATION,CANADA,"SHAN JACQUELINEJIE,
LING LEI,
GOEL VINTI,
QI GUIZHONG,
WANG SHAOZHAO.",CANADA,"TO LOWER LDL LEVELS,TRIGLYCERIDE
AND TOTAL CHOLESTEROL LEVELS.","EXTRACTION AND COMBINATION IN 
SYNERGESTIC AMOUNTS","KU DING CHA,
COPTIS CHINENSIS.",CARDIOVASCULAR DISEASES,Y,2014-08-04 00:00:00,2009-05-11 00:00:00,
210,PCT/US1998/005494,CA 2283948,19/3/1998,HERBAL EXTRACT COMPOSITION AND METHOD OF MAKING THE SAME,D'JANG ARTHUR H.K,INDIVIDUAL,UNITED STATES OF AMERICA,D'JANG ARTHUR H.K,UNITED STATES OF AMERICA,INHIBITION OF FREE RADICALS,DRIED EXTRACTION PROCESS,"GYMNOSTEMMA PENTAPHYLLUM,
CRATAEGUS PINNATIFIDIA,
CAMELLIA SINENSIS.
",IMMUNITY BOOSTER,N,14/1/2003,24/9/1998,
211,PCT/IB2005/051103,CA 2555356,2005-04-04 00:00:00,HERBAL EXTRACT FOR RENAL DISORDERS,PIRAMAL ENTERPRISES LTD,RESEARCH ORGANIZATION,INDIA,"ACHARYA VAIDYA NARAYAN,
MUKHOPADHYAY TRIPTIKUMAR,
PIRAMAL SWATI AJAY",INDIA,RENAL DISORDERS,STANDARDIZED EXTARCTION METHOD,TINOSPORA CORDIFOLIA,RENAL DISORDERS,Y,16/6/2015,20/10/2005,
212,PCT/1B2011/051247,CA 2796567,24/3/2011,"COMPOSITION COMPRISING INSULIN AND HERBAL OIL FOR TRANSDERMAL OR
TRANSMUCOSAL ADMINISTRATION",WOCKHARDT LIMITED,RESEARCH ORGANIZATION,INDIA,"AMBULGE JEETENDRA KASHINATH,
SAVANT DATTATRAYA APPARAO,
AGRAWAL GAURAVKUMAR RAMANLAL.",INDIA,"TRANSDERMAL/TRANSMUCOSAL
ADMINISTRATION OF INSULIN AND
HERBAL OIL","COMBINATION OF INSULIN ANALOGUE AND 
HERBAL OIL EXTARCT","BRASSICA JUNECEA,
PINUS SABINIANA,
MENTHA,
RICINUS COMMUNIS.

",DIABETIC DISORDERS,Y,2016-12-07 00:00:00,2011-06-10 00:00:00,
213,PCT/US2005/009783,CA 2560826,23/3/2005,"ANTIOXIDANT PROMOTING HERBAL EXTRACT COMPOSITIONS FOR ALLEVIATING
OXIDATIVE STRESS IN A MAMMAL",LIFELINE NEUTRACEUTICALS CORPORATION,RESEARCH ORGANIZATION,UNITED STATES OF AMERICA,"MYHILL PAUL R,
DRISCOLL WILLIAM J",UNITED STATES OF AMERICA,ANTI-OXIDANT PROMOTING COMPOSITION,"COMPOSITION INDUCES CELLULAR ANTIOXIDANT 
POTENTIAL BY COMBINATION OF EXTRACTS.","BACOPA MONNIERA,
SILYBUM MARIANUM,
WITHANIA SOMNIFERA,
CENTELLA ASIATIC PENNYWORT,
GINKO BILOBA,
ALOE BARBADENSIS MILL,
CURCUMA LONGA.",ANTI-OXIDANT BOOSTER,Y,13/5/2014,13/10/2005,
214,PCT/IB2010/001014,CA 2758865,15/4/2010,"HERBAL COMPOSITIONS AND METHODS FOR ENHANCING VITAL ENERGY AND
ATHLETIC PERFORMANCE",SIBONI GROUP LIMITED,RESEARCH ORGANIZATION,VIRGIN ISLANDS(BRITISH),"CHOU VIVIEN,
CHOU WENHSIEN.",CHINA,"TO ENHANCE ENDURANCE,MUSCLE TISSUE
OXYGENATION.",EXTRACTION AND PROCESSING,"RHODLIOLA CRENULATA,
GINKGO BILOBA.",IMMUNITY BOOSTER,Y,16/8/2016,21/10/2010,
215,PCT/US2002/009477,CA 2442964,28/3/2002,IMPROVED ANTI-INFLAMMATORY HERBAL COMPOSITION AND METHOD OF USE,NEW CHAPTER INC,RESEARCH ORGANIZATION,UNITED STATES OF AMERICA,"NEWMARK THOMAS,
SCHULICK PAUL.",UNITED STATES OF AMERICA,REDUCE INFLAMMATION,COMBINATION OF THE EXTARCTS ,"ZINGER OFFICNALE,
CURCUMA LONGA,
SCUTELLARIA BAICALENSIS,
FALLOPIA TENUIFLORUM,
CPTIS CHINENSIS,
BERBERIS.",ANTI-INFLAMMATORY,Y,19/2/2013,17/10/2002,
216,PCT/US2000/002474,CA 2398747,28/1/2000,"HERBAL SUPPLEMENT CONTAINING GALANTHAMINE FOR TREATING SYMPTOMS
OF ESTROGEN DEFICIENCY",GROSE TRICIA,INDIVIDUAL,UNITED STATES OF AMERICA,GROSE TRICIA,UNITED STATES OF AMERICA,"TO TREAT SYMPTOMS OF ESTROGEN
DEFICIENCY.",PLANT EXTARCT IS STEAM DISTILLED,LEUCOJUM AESTIVUM,FOR ESTROGEN DEFICIENCY,N,19/7/2011,2001-02-08 00:00:00,
